,Name,Astrocyte_Astrocyte_30,Astrocyte_Endothelial_30,Astrocyte_Glioma_30,Astrocyte_Negative_30,Astrocyte_Neuron_30,Astrocyte_TAMM_30,Endothelial_Astrocyte_30,Endothelial_Endothelial_30,Endothelial_Glioma_30,Endothelial_Negative_30,Endothelial_Neuron_30,Endothelial_TAMM_30,Glioma_Astrocyte_30,Glioma_Endothelial_30,Glioma_Glioma_30,Glioma_Negative_30,Glioma_Neuron_30,Glioma_TAMM_30,Negative_Astrocyte_30,Negative_Endothelial_30,Negative_Glioma_30,Negative_Negative_30,Negative_Neuron_30,Negative_TAMM_30,Neuron_Astrocyte_30,Neuron_Endothelial_30,Neuron_Glioma_30,Neuron_Negative_30,Neuron_Neuron_30,Neuron_TAMM_30,TAMM_Astrocyte_30,TAMM_Endothelial_30,TAMM_Glioma_30,TAMM_Negative_30,TAMM_Neuron_30,TAMM_TAMM_30,Astrocyte_Astrocyte_50,Astrocyte_Endothelial_50,Astrocyte_Glioma_50,Astrocyte_Negative_50,Astrocyte_Neuron_50,Astrocyte_TAMM_50,Endothelial_Astrocyte_50,Endothelial_Endothelial_50,Endothelial_Glioma_50,Endothelial_Negative_50,Endothelial_Neuron_50,Endothelial_TAMM_50,Glioma_Astrocyte_50,Glioma_Endothelial_50,Glioma_Glioma_50,Glioma_Negative_50,Glioma_Neuron_50,Glioma_TAMM_50,Negative_Astrocyte_50,Negative_Endothelial_50,Negative_Glioma_50,Negative_Negative_50,Negative_Neuron_50,Negative_TAMM_50,Neuron_Astrocyte_50,Neuron_Endothelial_50,Neuron_Glioma_50,Neuron_Negative_50,Neuron_Neuron_50,Neuron_TAMM_50,TAMM_Astrocyte_50,TAMM_Endothelial_50,TAMM_Glioma_50,TAMM_Negative_50,TAMM_Neuron_50,TAMM_TAMM_50,nCells,Astrocyte_abundance,Endothelial_abundance,Glioma_abundance,Negative_abundance,Neuron_abundance,TAMM_abundance,Astrocyte_fraction,Endothelial_fraction,Glioma_fraction,Negative_fraction,Neuron_fraction,TAMM_fraction
33,"LGG TMA 5_2_Core[1,3,B]_[5690,37929]_component_data.tif - resolution #1",inf,-2.6008722466370195,0.8256512787417822,0.3473282585205586,-0.1625066903411988,0.12759846767717936,-1.4677571811406538,inf,-12.221391417301657,-0.536674953345866,-3.151744840772056,24.63180153099539,1.4410447556931008,-14.608696554598783,inf,8.808267586030016,4.987880948704416,-9.039209367738069,-0.2326137137185942,-6.592800399977464,4.037153243924072,inf,0.9121047425048903,-1.0210898147002456,-0.4488603561335256,-4.084992541960221,3.4502230326300567,0.028481196061934895,inf,-2.226960425545153,0.08286331470556374,20.783310298816854,-10.094258156768694,-0.16828204109489725,-1.7941147117043141,inf,inf,-0.5597129272011929,-0.18875613659471482,0.1815350177757708,0.04290398169574297,0.393414069287492,-0.9179497643133764,inf,-10.230799793928314,1.4909041218452201,-1.462063310595109,15.50397294202925,-0.13301284006807812,-9.092896155151895,inf,6.671263137302674,2.6741242862555814,-7.492128204427782,-1.7138964941003858,-0.041423213466865574,-0.0672837903551046,inf,-0.13807344472640432,1.1793944217000065,-0.18475191019508852,-1.5800014584852828,1.8785393766933758,0.14148838655857338,inf,-2.118628988851925,-0.27115486239759856,14.994556484979233,-9.54442919754411,1.8064624350075118,-2.14065818179675,inf,3416,99,252,975,1734,42.0,314,0.028981264637002343,0.07377049180327869,0.2854215456674473,0.5076112412177985,0.012295081967213115,0.09192037470725996
34,"LGG TMA 5_2_Core[1,3,C]_[7595,37968]_component_data.tif - resolution #1",inf,-0.758483907814682,-0.5719970991748845,2.5689691737095504,,-0.07322095394374843,-0.6860239107393883,inf,-1.0929949981863303,3.9557333662633654,,0.8273336764010526,-0.8501892482061475,-2.4377890484846465,inf,-0.2923834323481713,,1.139182323628907,2.4204768943829316,3.1549074789989375,-0.7242384543477799,inf,,1.2600285567004206,,,,,,,-0.2761897555953476,0.3154690788420328,-0.24085594552422737,1.02487237859158,,inf,inf,-0.525626215629133,-0.13509674945946687,1.5143027520420198,,-0.850351633112326,-0.418683644310402,inf,-0.8835012263494953,3.310523320404999,,0.49912147077870084,0.4144823304399024,-1.8510212683764913,inf,-0.6567749062133174,,0.8410702460912898,1.7310982143278069,2.9723243031856064,-0.05854778294695878,inf,,-1.0733264105894418,,,,,,,-0.766649547679008,0.21181604267570303,0.3966026459800127,-1.3125403369151862,,inf,3513,33,7,3104,183,,186,0.009393680614859094,0.0019925989183034445,0.883575291773413,0.05209222886421862,,0.05294619982920581
35,"LGG TMA 5_2_Core[1,3,D]_[9460,37849]_component_data.tif - resolution #1",inf,0.12958639819303464,-0.9159970524026514,3.2433579447092358,,-1.3834384807647662,0.5326759384895695,inf,-1.8089185515573998,3.058664521116694,,1.9772885754625722,0.9648052780485732,-1.1151676837419406,inf,-0.24493748667414447,,0.8461508223525116,3.846722945390004,2.8426792911163057,-1.9020716519304535,inf,,1.383729250623829,,,,,,,-1.2210155215870344,1.6933817902644634,-0.7162903560985863,1.2077453381144378,,inf,inf,-0.4999336183627336,-0.7289495030144938,2.819868679460963,,-0.8168908390949069,-0.006043299900939735,inf,-0.292322539789707,0.47529361549500954,,0.41102730209228727,0.6447785863389808,-1.062151999239635,inf,0.31384042358228575,,0.215561570272475,3.2674571981315506,-0.06600188645263282,-0.6153070863626255,inf,,0.09146586623407178,,,,,,,-0.5294152707646834,0.13928680424439213,-0.03258930362906171,0.23335928944709353,,inf,1240,30,70,940,136,,64,0.024193548387096774,0.056451612903225805,0.7580645161290323,0.10967741935483871,,0.05161290322580645
36,"LGG TMA 5_2_Core[1,3,F]_[13310,37651]_component_data.tif - resolution #1",inf,-1.8175649465791879,0.6203552331479859,1.2532373489554605,,-1.6006573927966732,0.06941728468672023,inf,-2.348892178295156,3.0761507826185124,,2.697851992232968,2.113205748305595,-6.281774899178808,inf,1.7995907729136318,,1.1349680425990556,1.0918612425549639,0.5236963525783261,-0.3815553935486363,inf,,-0.5343532323119409,,,,,,,-1.3852296687565449,0.8347162640092413,0.31045024760810774,-0.12050410121028081,,inf,inf,-0.9581753942167173,0.3645607864341343,2.0576960210373594,,-2.588019358910829,0.5765305289964967,inf,-1.3513779714965801,1.0508450515749364,,1.848109811587789,2.495477976720171,-3.815389850327593,inf,0.996969675905492,,-0.4253276669386688,2.439084060936887,-0.4433841057881869,-0.4477413352322122,inf,,-0.9017632835835894,,,,,,,-1.6244306569627718,1.1441665841347688,0.29511440451107107,-0.10270754070070018,,inf,3328,291,204,2157,393,,283,0.08743990384615384,0.06129807692307692,0.6481370192307693,0.1180889423076923,,0.0850360576923077
37,"LGG TMA 5_2_Core[1,3,H]_[16961,37452]_component_data.tif - resolution #1",inf,0.440233366801399,-0.23052434146436057,-0.4139588378380176,,0.918912688579102,1.489070651590753,inf,-1.6090359767007971,1.2472776685420763,,1.6083029483730313,2.1016864315259443,-2.690637199417843,inf,-0.5737157824675999,,-0.4568562364480321,0.4530593508408979,0.8243754149776598,-0.41079738905875174,inf,,0.08605776068745849,,,,,,,1.437338213720145,1.1095908328557411,-0.8500453696376115,-0.10312385443795928,,inf,inf,-0.6613944779900562,-0.6167229285550683,0.853309842564,,1.4008353070873112,-0.11569413610718635,inf,-0.564695280287507,0.5664337041289007,,1.3523375169027514,0.520413721978315,-1.2944903213460188,inf,-0.5487625494115089,,0.8108083533920598,1.1868629201084384,0.2616838090502514,-0.7046818211881184,inf,,0.34451535131845373,,,,,,,1.09085017362391,0.7989383595682183,-0.6219147087396566,-0.11745505915521555,,inf,1904,258,57,1302,169,,118,0.13550420168067226,0.029936974789915968,0.6838235294117647,0.08876050420168068,,0.06197478991596639
38,"LGG TMA 5_2_Core[1,3,I]_[18827,37373]_component_data.tif - resolution #1",inf,-11.087832930717083,5.271596692906299,-1.144372897495282,1.647794079906751,3.8851570909116866,-6.549720727149657,inf,-2.357162975135001,11.307206081093993,-2.7822679144709994,5.346767860980482,2.7339310450126204,-6.116199648366783,inf,-2.4753097373344186,2.3244361273656207,1.7512700882357892,-2.141185844899368,6.977964433253985,-1.8904711554435292,inf,-1.9991357021816363,1.3741360476744127,1.254820069296936,-3.5683511977587647,2.5720535062057985,-2.0043858028129398,inf,-0.5577007612777124,-0.20480388211705208,0.6465584012518614,0.4063161087763075,-0.23056168678109662,-1.078655821164818,inf,inf,-12.285793750177378,4.680403145112128,0.5138851006009137,0.9618153398197004,4.18680809390085,-6.885823118555963,inf,-3.698711428348788,14.412306348245274,-2.743579190593733,4.322435518605784,2.4376988341947516,-7.8063412402431425,inf,-1.9543614911302913,2.9511849500313994,3.057008397240038,-2.0631553853421627,9.152099580025038,-2.3989439081463986,inf,-2.1021165091010374,-0.056857215482348775,0.6772718106878816,-3.739862542416761,3.205025209778963,-1.8018717671183322,inf,-0.23576065843014007,-0.04512211643880441,-0.4331279702138767,1.4790743066216443,-0.9894866797425432,-0.8535762585550483,inf,2518,1200,219,458,330,43.0,268,0.4765687053216839,0.08697378872120731,0.181890389197776,0.13105639396346305,0.017077045274027005,0.10643367752184273
39,"LGG TMA 5_2_Core[1,3,J]_[20772,37294]_component_data.tif - resolution #1",inf,-2.4793863800690046,0.0034962435663616447,0.47179732485700876,,0.48586648272067195,-2.3484745371821103,inf,-2.1963229867353293,4.770586319813183,,1.7676514673543517,0.41932625031275045,-2.418642891664381,inf,-0.5036949197833738,,1.0767914237496137,0.2798302287887435,4.344377340518772,-1.423440716498266,inf,,0.8521130904729595,,,,,,,0.025691063700885784,1.2869180790364945,-0.5418157020460984,0.5508939424291547,,inf,inf,-2.4631967942845034,0.5021154190571182,-0.19009081384947799,,0.14439077852183713,-1.9980572899473654,inf,-1.4450298509793407,3.9160352651096675,,0.8008912477747019,0.5569754678638221,-2.6490421593320583,inf,-1.8701581231454611,,2.365065346997957,-0.001410888294295431,3.2581519002616384,-1.4778599998679096,inf,,1.6125603190504183,,,,,,,-0.7084699972053728,-0.24959758812420432,0.1698418896610166,0.3847460715256614,,inf,1740,184,37,1024,237,,258,0.10574712643678161,0.021264367816091954,0.5885057471264368,0.13620689655172413,,0.1482758620689655
40,"LGG TMA 5_2_Core[1,4,A]_[4023,40072]_component_data.tif - resolution #1",inf,-1.0074768334217985,1.5072233986151073,-2.0099956399723324,4.1030513112075235,2.735298119862577,-1.7458266593414555,inf,-2.4793167521574353,3.3806181167629723,-1.3202700301945123,-0.4139348419613437,1.8465772257324298,-1.4877923462531246,inf,0.26072625608107614,-1.444774292366184,-2.2648403239084205,-2.8534566114105893,4.047919043374178,-1.1953793810546178,inf,0.2020972612685979,3.1412299814704276,3.517577878106574,-1.3769447848163527,-1.699607205254,-0.16470832485191797,inf,-1.1166692667615232,1.5666233740540338,-0.6668829889573298,-3.445323085632571,1.9331346162383145,-1.0922750535733676,inf,inf,-0.40961509171183746,1.0574132827995464,-1.648638968425884,3.44605013904577,2.1021681254702487,-1.4154307189967672,inf,-1.8436640346809223,2.753700799188514,-2.1719104948285906,-0.5176137110387242,1.394400046094252,-0.5350631894433061,inf,0.2485467684264211,-0.7033221614393047,-2.652540987159495,-2.441711627285006,3.816047301587273,-1.143213802646112,inf,-0.6714234313494888,2.679881832236122,2.9738221502527598,-2.220254572848113,-1.0527851430286805,-1.0302275674449775,inf,2.0874785640967977,1.2952921191969675,-0.48122077930464074,-3.588007280854015,1.9204555752781425,2.2231358983906055,inf,1969,399,149,491,828,4.0,98,0.2026409344845099,0.07567293042153378,0.2493651599796851,0.42051802945657696,0.002031488065007618,0.04977145759268664
41,"LGG TMA 5_2_Core[1,4,B]_[5888,39873]_component_data.tif - resolution #1",inf,-5.00150602135761,1.8249335292334308,1.5483921064170352,-0.6397326130536934,-2.8578506871594853,-2.56964788826127,inf,-8.015484983696323,4.311400000129863,-1.0259056070579007,14.432101467687374,1.4045875820555878,-13.968380146110512,inf,7.4773826391624665,3.0949994792516855,-3.585606482355794,-0.9581606290261304,-3.436581316752984,1.9064680678335546,inf,-1.7541082391254421,0.1841982390272869,-0.778090593770012,-1.6040506061845055,2.7696727255375655,-1.548638055850202,inf,-1.4721262596270497,-3.143692544431673,10.176392435865067,-3.9479255270863054,1.8899978206514039,-1.4147038080354808,inf,inf,-3.4972126981709066,0.8367229868994014,1.0956883233673174,1.6674524433680076,-1.4087522412551277,-3.162622807506431,inf,-6.2984050028818075,3.834913143276411,0.39952339292091027,11.34438235596289,-2.155773226809717,-9.586327917886125,inf,5.884866298033553,3.0999976672616447,-0.7842952654519243,-3.2323164958284316,-0.8100983753711046,0.9669153723206754,inf,-2.072575689672203,2.4472586613981,0.9852429054768537,-0.22802518695059837,2.205765907212421,-2.3057629790215093,inf,-1.679190963801013,-3.530386759295566,8.524001291921852,-3.3259379517618926,2.1189520401433133,-1.6047511784309791,inf,2860,238,188,1333,888,11.0,202,0.08321678321678322,0.06573426573426573,0.4660839160839161,0.3104895104895105,0.0038461538461538464,0.07062937062937064
42,"LGG TMA 5_2_Core[1,4,C]_[7714,39754]_component_data.tif - resolution #1",inf,-0.4167498792307042,-0.5209158108435665,1.0140656987800707,,0.4304096349386168,0.21477349670549326,inf,-0.7915955464944031,1.918116182436042,,-0.5995671233899397,-1.0474452637670866,-3.8515372810959145,inf,0.11035717693106559,,2.450315467831175,0.7434227386654788,0.113063801604288,0.02493113368723908,inf,,-0.8529417156367413,,,,,,,-0.004199058894844381,-1.2810431088116734,0.8192256179375448,-1.5101307914085231,,inf,inf,-1.6520529400285413,-0.623324802553019,1.7646657246226005,,-0.1577935820587625,-0.7676204155160158,inf,-0.1751837430934791,1.2416762955814005,,-1.1150798331475462,1.2696919420528867,-4.45582878835739,inf,-1.8517346204775718,,4.5414124632737805,2.9552435844904,-0.7791021240427343,-0.4910234288686803,inf,,-0.250901755993796,,,,,,,-0.39538405105647045,-2.097852798782818,1.1759548617152793,-1.9434250277226266,,inf,2842,87,19,2181,455,,100,0.030612244897959183,0.006685432793807178,0.7674173117522871,0.16009852216748768,,0.03518648838845883
43,"LGG TMA 5_2_Core[1,4,F]_[13429,39516]_component_data.tif - resolution #1",inf,-2.5210846599275465,0.8040781089301177,-0.42365977170850905,,0.7078242882583324,1.662534177906894,inf,-4.7425628437067155,4.760279345490338,,4.838568098841086,3.810815399453068,-11.549054983369555,inf,3.0915350376950426,,1.534456301231284,-0.3202038916569778,-0.3374475159017067,-0.10374147341643247,inf,,1.0642863778853133,,,,,,,0.5386130147786378,1.131547639227779,-1.0067026755163893,0.7906173568725305,,inf,inf,-2.0340976771906183,1.153373757768059,-1.3795918603885977,,0.6617678347982506,1.1347627330913224,inf,-4.887096282969661,6.0636613997056665,,3.951602024038891,3.7258346411419585,-10.134546327055888,inf,1.526797587637219,,2.626849541547465,-1.227293666269656,2.2646365871112413,-1.0467888535681953,inf,,2.5312709824802067,,,,,,,-0.10045423970746697,0.8571963800208936,-1.0039057524867263,1.5172822095758707,,inf,3730,435,226,2261,569,,239,0.11662198391420911,0.06058981233243968,0.6061662198391421,0.15254691689008043,,0.06407506702412868
44,"LGG TMA 5_2_Core[1,4,H]_[17080,39199]_component_data.tif - resolution #1",inf,-2.377965007393243,0.01685263605760669,0.8433485325343739,1.0228347309969046,0.05426137087647801,-0.4538654550469462,inf,-2.548176515527489,1.3422227617573883,0.3452617613330929,5.540692836532889,1.945612298163243,-5.262624009149346,inf,-0.4666459890222972,1.7693199357972078,1.3430457902833908,1.4930703942343184,-0.6484550548674973,-1.3261938635391608,inf,-1.0218232088023138,2.2162484834061886,0.8400729264999979,-0.20022445599995203,0.9945904139433547,-1.30415223819287,,-1.778098239792224,-0.5305203873634452,3.308668097085665,-1.0468064166878737,1.0885590379998895,-1.7906045955551488,inf,inf,-2.005463289683386,-0.30804998258411775,1.8751386297665174,0.8536117490249685,-0.966727205155116,-0.7950933903145878,inf,-1.5494736183231965,1.0812729953474733,1.1930600676182896,3.382225621677698,0.521298704519021,-3.4806675368070694,inf,0.40789005457678523,-0.9746996539348316,1.5804507706006814,1.4678247373232578,-0.5199700469453585,-1.2956353348042224,inf,-1.349220460418871,2.176138370166391,1.2823430530728146,1.1095707666753705,-0.4022686432878485,-0.8582226893045066,,-0.20808945523289957,-1.7216160282505897,2.0022591079266943,-0.47043295484052006,1.5638972441392085,-0.626957159945229,inf,2466,375,97,1354,454,18.0,168,0.15206812652068127,0.03933495539334955,0.5490673154906731,0.1841038118410381,0.0072992700729927005,0.0681265206812652
45,"LGG TMA 5_2_Core[1,4,I]_[18986,39159]_component_data.tif - resolution #1",inf,-1.6447378882860226,-1.0363470320406276,1.3420826514017716,1.803460247466082,0.5467461414982081,-0.9041995110615646,inf,-5.48373458823898,5.281451660995614,-0.6067661926230787,7.34648582051343,1.366396337019603,-5.457908550808082,inf,0.30191079200951687,1.060542757737259,0.4376658782252631,0.3479898194605125,4.250707464620731,-2.0926319613569833,inf,0.9023774322002817,-0.09462512420742543,0.8338201923783691,-1.139448563216061,-0.6434177647902692,0.6346146441916733,inf,-0.23641264931261985,-0.42987044116963197,6.28311330194129,-1.6924114079089883,-0.2044794299591528,-0.08727315809928159,inf,inf,-1.6304506058465655,-0.5856715628799086,1.6233316856369238,0.8830434336267717,-0.128910617341522,-1.3584873872354275,inf,-4.137942152225221,4.703858366199901,-0.29647011938278356,5.915597152295697,1.2929730405376065,-3.7997670395540015,inf,-0.8929021837148211,-1.0805926718388739,2.168370307117278,0.8233695422925353,4.1833779199323855,-2.7814968669364664,inf,0.3644234371054193,0.7959418192441216,1.1212329364875353,-0.29802238224489735,-1.38552191744303,0.7579699759791857,inf,-0.02557479936726297,-1.5867481693231775,5.093694957251598,-0.29983842869788374,0.28635700645989093,-0.5923378113722326,inf,2315,782,108,868,288,78.0,191,0.33779697624190064,0.04665226781857451,0.3749460043196544,0.1244060475161987,0.033693304535637146,0.08250539956803456
46,"LGG TMA 5_2_Core[1,4,J]_[20851,39080]_component_data.tif - resolution #1",inf,2.6940330526374106,-0.2866368854226772,-0.006764711042802504,,-0.509845921097507,5.488671320463701,inf,-5.376823455301518,0.10249738350759252,,7.149412876465198,2.102916238083398,-8.409455097578313,inf,0.88283403696033,,1.0595507152484742,0.9563864568112533,-2.3157437564800487,-0.30240138572892006,inf,,0.8909886753499133,,,,,,,-0.019439961370787382,3.5872063685374544,-0.9294140263822189,0.33588522648247604,,inf,inf,1.096986798277256,-0.08802945584913041,0.11642730348145443,,-0.4039087357607068,2.882966599881954,inf,-5.371671861098255,1.1405307243917777,,7.683114703817004,1.4055180206392637,-8.5994838455098,inf,0.9559247957277152,,1.5386431078084388,0.6491858996076748,-1.2325469261037139,-0.016201774882104867,inf,,0.09512287758312128,,,,,,,-0.34160419376305384,4.715959292592734,-0.5150819768399808,-0.5800140125783578,,inf,1966,125,45,1150,372,,274,0.06358087487283826,0.02288911495422177,0.5849440488301119,0.18921668362156663,,0.13936927772126145
47,"LGG TMA 5_2_Core[1,5,B]_[5928,41620]_component_data.tif - resolution #1",inf,1.0457238703336196,-5.487191532550831,6.539054450123226,,5.211088503184941,0.5862308866849495,inf,-0.3745481970682176,-0.20706909908935922,,1.1856533559737197,-17.615895954570767,-5.8764113097279305,inf,13.17896127466897,,3.067669129947921,-5.210061578962147,-5.2155862785006875,3.7813107574784626,inf,,-1.3078370903821472,,,,,,,0.8440921002618863,-0.6573317793724913,0.43512804286852913,-1.0337666321928523,,inf,inf,1.9071666068172075,-8.50710690742066,9.843996210413895,,8.6210301834976,-1.9553333509024697,inf,0.8416066196311575,-0.7627859413254106,,1.991236328106367,-29.970364149571264,-1.8606729968733757,inf,20.05212187662129,,3.5642699363755725,-9.820048155770486,-4.976352295368929,5.991116618713286,inf,,-2.379118414906714,,,,,,,1.4710518713152325,0.6342475004260857,0.2562099148282433,-1.6142123655603988,,inf,3981,408,112,2422,923,,116,0.10248681235870384,0.028133634765134388,0.6083898517960311,0.23185129364481286,,0.02913840743531776
48,"LGG TMA 5_2_Core[1,5,C]_[7833,41540]_component_data.tif - resolution #1",inf,-0.9698930285295143,0.8874054949360783,0.7633863169489628,,-1.9085728857470512,-0.3934628835616906,inf,-2.322338630802994,3.3593451755057364,,-0.6256581144045665,2.0303263915412653,-2.511441381413874,inf,-0.8474551338109019,,1.1519779780960653,0.9169063723049107,2.4969161344384485,-2.2639825529984767,inf,,0.9352850940653998,,,,,,,-1.689034147652798,-1.0223157162992975,0.45220322553893544,1.1479597565501962,,inf,inf,-1.565303620878079,0.41090700669079394,0.5540343382315285,,-0.31999170036928254,-1.2793483870190645,inf,-1.7749805760484247,4.12475478457685,,-1.8268265642244523,0.5147178750102207,-2.204876000261933,inf,0.046198962751033454,,1.1317262761652809,0.05155720852678075,3.232657494972993,-1.0119369448174664,inf,,-0.866473200831703,,,,,,,-0.2122084940813899,-2.0287916246013857,1.2215143697864463,-0.20958892450123034,,inf,1771,226,133,680,508,,224,0.12761151891586675,0.07509881422924901,0.3839638622247318,0.2868435911914173,,0.12648221343873517
49,"LGG TMA 5_2_Core[1,5,E]_[11683,41342]_component_data.tif - resolution #1",inf,2.2190102188181715,-0.7522345558568586,-7.54035395937266,9.419574448070987,3.1796487296053293,1.818732042974376,inf,-1.309038013177733,0.9005654538206278,-0.9468600114129371,-0.5775500396255219,-6.217180285665807,-2.5866005248523236,inf,13.883718469178508,-7.391747570281076,3.0430634452719367,-12.042376441808951,-0.6317238523402898,9.871252824655627,inf,-6.981633877659814,5.337374937111366,10.098158896758331,-0.5998283525974489,-4.577809329564836,-4.879361928278467,inf,-1.0745756430205464,-0.6327618072775193,-1.6563704431307222,-0.4171975217792022,4.474206334883025,-2.66069756977697,inf,inf,5.253856082456411,-1.5083749219362343,-9.198063491192942,10.891674362205785,4.280056200097897,1.9777356768666898,inf,-1.7523410483958166,0.2306489819105874,1.0168337733581458,-0.44064128939612085,-11.398535470278896,-0.7842544758834721,inf,22.674544212311982,-14.278663878956293,7.6789651322076695,-17.32477369068297,-0.8471502987566594,15.824020067486224,inf,-12.620033607110427,4.390526705497126,14.030790763228891,3.483121605009493,-7.060699131729899,-8.040604395421722,inf,-0.6839083059970714,-2.172443481354656,-1.5806449860993501,1.755147283797228,3.1048226908018215,-4.021644560981616,inf,3814,1011,125,1943,435,187.0,113,0.2650760356581017,0.03277399056109072,0.5094389092815941,0.1140534871525957,0.04902988987939171,0.02962768746722601
50,"LGG TMA 5_2_Core[1,5,H]_[17200,40984]_component_data.tif - resolution #1",inf,-0.6561104859733184,1.1281471364458964,-1.0759725584424775,,-1.728922466809175,0.49619239469830223,inf,-1.4362468047458739,2.0595055501111306,,1.1078263578414314,2.2685954148280776,-3.1258063785842807,inf,-0.1945851594271144,,-1.0605350246560172,-0.5358939275475108,1.2466882455683255,0.006274990900520778,inf,,-0.11284907042943645,,,,,,,-0.9143565540664056,0.874425217323652,0.11158375144291921,0.33871212320003874,,inf,inf,0.5040382489215904,1.438658968453218,-3.284608056501135,,-0.35658993841273506,0.7980040858743558,inf,-0.2766440591018587,-0.5152123240739378,,0.34379621655230275,2.203586084652409,-0.512537719038717,inf,-1.8332115023437208,,-0.6862413687071862,-1.7587813062682809,-0.02110313427663778,0.8041407903125177,inf,,0.3977465340598034,,,,,,,0.11297779785437052,0.4117958128828688,-0.13071262394171224,-0.056979676718067175,,inf,1934,314,68,1238,225,,89,0.1623578076525336,0.03516028955532575,0.640124095139607,0.11633919338159256,,0.046018614270941054
